src_vid,dst_vid,ACT_TYPE,ACT_VALUE,ACT_SOURCE
3533,Q9BYT3,Kd,5.59,CHEMBL
3533,Q09013,Kd,6.55,CHEMBL
3533,Q9Y243,Kd,5.85,CHEMBL
3533,O95835,Kd,5.59,CHEMBL
3533,Q9NRM7,Kd,6.19,CHEMBL
3533,Q92918,Kd,5.59,CHEMBL
3533,O60285,Kd,5.74,CHEMBL
3533,Q86V86,Kd,7.92,CHEMBL
3533,P17612,Kd,5.27,CHEMBL
3533,Q8IVH8,Kd,5.08,CHEMBL
3533,P45985,Kd,6.03,CHEMBL
3533,P52564,Kd,5.41,CHEMBL
3533,P80192,Kd,5.85,CHEMBL
3533,O14578,Kd,5.85,CHEMBL
3533,P53355,Kd,6.01,CHEMBL
3533,Q8TD08,Kd,7.06,CHEMBL
3533,Q9BZL6,Kd,6.05,CHEMBL
3533,Q13237,Kd,5.51,CHEMBL
3533,P08922,Kd,5.24,CHEMBL
3533,Q15418,Kd,6.4,CHEMBL
3533,O75676,Kd,5.21,CHEMBL
3533,Q12851,Kd,6.54,CHEMBL
3533,Q8N4C8,Kd,6.51,CHEMBL
3533,Q9UHD2,Kd,6.01,CHEMBL
3533,P11802,Kd,6.55,CHEMBL
3533,O96017,Kd,5.43,CHEMBL
3533,Q13627,Kd,6.6,CHEMBL
3533,Q15835,Kd,6.1,CHEMBL
3533,P32298,Kd,6.23,CHEMBL
3533,Q8WTQ7,Kd,6.51,CHEMBL
3533,Q9H2X6,Kd,6.85,CHEMBL
3533,Q9H422,Kd,7.11,CHEMBL
3533,Q9UPZ9,Kd,6.62,CHEMBL
3533,Q9Y2U5,Kd,6.15,CHEMBL
3533,Q99759,Kd,6.77,CHEMBL
3533,Q9UPE1,Kd,5.8,CHEMBL
3533,Q7L7X3,Kd,5.74,CHEMBL
3533,Q9H2K8,Kd,7.01,CHEMBL
3533,Q56UN5,Kd,7.32,CHEMBL
3533,Q86Z02,Kd,6.64,CHEMBL
3533,O76039,Kd,5.39,CHEMBL
3533,P41743,Kd,5.85,CHEMBL
3533,Q13523,Kd,5.8,CHEMBL
3533,O60331,Kd,6.29,CHEMBL
3533,Q96BR1,Kd,5.85,CHEMBL
3533,Q9UL54,Kd,5.41,CHEMBL
3533,Q13163,Kd,5.96,CHEMBL
3533,Q5S007,Kd,5.01,CHEMBL
3533,P05696|P09215|P09216|P09217|P63319|P68403|Q64617|Q9WTQ0,IC50,6.49,CHEMBL
3533,Q13554|Q13555|Q13557|Q9UQM7,IC50,5.21,CHEMBL
3534,P35218,Ki,6.46,CHEMBL
3534,P35498|P35499|Q01118|Q14524|Q15858|Q99250|Q9NY46|Q9UI33|Q9UQD0|Q9Y5Y9,,,CHEMBL
3535,P08913,Ki,5.03,CHEMBL
3535,P08912,Ki,7.454,PDSP
3535,P18825,Ki,5.02,CHEMBL
3535,P22303,IC50,7.92,CHEMBL
3535,P47989,IC50,4.28,CHEMBL
3535,P34913,IC50,4.61,CHEMBL
3535,P07943,IC50,4.89,CHEMBL
3535,O42713,IC50,4.16,CHEMBL
3535,P02769,IC50,4.38,CHEMBL
3535,B4URF0,Ki,4.47,CHEMBL
3535,P10481,IC50,4.51,CHEMBL
3535,O60341,IC50,5.67,CHEMBL
3535,Q9GZQ4,EC50,5.92,CHEMBL
3535,P03469,IC50,4.02,CHEMBL
3536,P11229,IC50,6.77,CHEMBL
3536,P08172,IC50,6.74,CHEMBL
3536,P20309,IC50,7.22,CHEMBL
3536,P08173,EC50,8.24,CHEMBL
3536,P08912,Ki,7.1,IUPHAR
3536,P08482|P08483|P08485|P08911|P10980,IC50,7.85,CHEMBL
3542,P30556,Ki,9.77,CHEMBL
3542,P50052,Ki,9.82,CHEMBL
3542,P29089,IC50,8.62,CHEMBL
3542,P35351,IC50,9.0,IUPHAR
3542,P25095|P29089,IC50,8.77,CHEMBL
3548,P25101,Ki,9.37,CHEMBL
3548,P24530,IC50,5.01,CHEMBL
3548,P26684,Ki,9.37,CHEMBL
3553,P11387,IC50,5.57,CHEMBL
3553,P01112,IC50,6.7,CHEMBL
3553,P03372|Q92731,IC50,7.7,CHEMBL
3557,P33535,IC50,4.55,CHEMBL
3557,P33533,IC50,4.54,CHEMBL
3574,O76074,IC50,4.68,CHEMBL
3574,Q13370|Q14432,IC50,4.3,CHEMBL
3577,P08908,Ki,4.2,CHEMBL
3577,Q9GZQ4,EC50,5.18,CHEMBL
3579,P35367,,,SCIENTIFIC LITERATURE
3580,P10276,IC50,7.11,CHEMBL
3580,P10826,EC50,6.63,IUPHAR
3580,P13631,EC50,6.23,IUPHAR
3584,P08913,Ki,6.26,WOMBAT-PK
3584,Q12809,IC50,4.75,CHEMBL
3584,P28223,Ki,5.45,PDSP
3584,P35348,Ki,8.95,WOMBAT-PK
3584,P18089,Ki,6.93,WOMBAT-PK
3584,P18825,Ki,6.88,WOMBAT-PK
3584,P25100,Ki,9.2,WOMBAT-PK
3584,P35368,Ki,9.08,WOMBAT-PK
3584,P16083,,,WOMBAT-PK
3584,O15245,IC50,4.63,CHEMBL
3584,P15823,Ki,8.72,CHEMBL
3584,P43140,Ki,9.09,CHEMBL
3584,P19328,Ki,8.11,CHEMBL
3584,P23944,Ki,9.0,CHEMBL
3584,P18130,Ki,7.59,CHEMBL
3584,P18841,Ki,9.16,CHEMBL
3591,P19328|P22086|P22909,IC50,7.52,CHEMBL
3591,P15823|P23944|P43140,IC50,5.8,CHEMBL
3591,P15823|P19328|P22086|P22909|P23944|P43140,Ki,7.96,CHEMBL
3591,P08913|P18089|P18825|P25100|P35348|P35368,,,CHEMBL
3601,O00519,IC50,4.35,CHEMBL
3601,O75936,IC50,5.24,CHEMBL
3601,Q99685,IC50,6.01,CHEMBL
3601,P9WMN3,IC50,4.05,CHEMBL
3601,P28300,IC50,5.98,CHEMBL
3601,P58215,IC50,6.96,CHEMBL
3601,Q96JB6,IC50,6.75,CHEMBL
3601,Q96KQ7,IC50,6.26,CHEMBL
3601,Q9H9B1,IC50,5.96,CHEMBL
3601,Q9Y4K0,IC50,6.77,CHEMBL
3604,P10827,IC50,10.39,CHEMBL
3604,P10828,IC50,10.72,CHEMBL
3604,P12004,IC50,4.77,CHEMBL
3607,P00918,IC50,5.75,CHEMBL
3607,P27338,IC50,5.02,CHEMBL
3607,P21397,IC50,5.01,CHEMBL
3609,P08183,,,WOMBAT-PK
3609,P07339,Ki,4.82,CHEMBL
3609,Q72874,IC50,7.52,CHEMBL
3609,Q80W54,IC50,5.92,CHEMBL
3609,P14091,Ki,5.05,CHEMBL
3609,P0DJD9,Ki,5.7,CHEMBL
3611,P10827,IC50,9.85,CHEMBL
3611,P10828,IC50,10.39,CHEMBL
3611,P10275,IC50,4.46,CHEMBL
3611,P18113,IC50,9.82,CHEMBL
3611,P12004,IC50,4.6,CHEMBL
3611,Q14973,IC50,5.16,CHEMBL
3613,P09211,IC50,6.3,CHEMBL
3613,P49638,Kd,5.62,CHEMBL
3616,P08588,Kd,9.42,CHEMBL
3616,P07550,Kd,8.92,CHEMBL
3616,Q28044,Kd,7.36,CHEMBL
3616,B0FL73,Kd,8.75,CHEMBL
3617,P41595,Ki,5.894,DRUG MATRIX
3617,P33261,IC50,5.523,DRUG MATRIX
3617,Q16850,IC50,4.3,CHEMBL
3620,P08913,Ki,7.5,PDSP
3620,P18089,Ki,6.86,PDSP
3620,P18825,Ki,6.56,PDSP
3620,P19328|P22086|P22909,Ki,8.38,CHEMBL
3620,P15823|P23944|P43140,IC50,5.96,CHEMBL
3630,P34913,IC50,7.89,CHEMBL
3630,P95276,IC50,6.66,CHEMBL
3630,P07099,IC50,6.92,CHEMBL
3630,Q9D379,IC50,6.44,CHEMBL
3631,P9WGR1,Ki,6.7,CHEMBL
3631,P16152,Ki,7.22,CHEMBL
3631,Q6GI75,IC50,7.15,CHEMBL
3631,P0AEK4,IC50,6.37,CHEMBL
3631,Q965D5,Ki,10.28,CHEMBL
3631,P54616,IC50,6.3,CHEMBL
3631,Q6UCJ9,IC50,7.82,CHEMBL
3631,Q9BJJ9,IC50,6.7,CHEMBL
3631,Q9RMI3,IC50,7.23,CHEMBL
3631,Q5NGQ3,IC50,5.89,CHEMBL
3631,M9TGV3,Ki,6.7,CHEMBL
3631,P11021,IC50,4.0,CHEMBL
3639,P51582,EC50,6.3,IUPHAR
3639,Q15077,EC50,5.2,IUPHAR
3639,P41231,EC50,8.1,IUPHAR
3639,Q96G91,EC50,5.2,IUPHAR
3639,P56373,Ki,5.583,PDSP
3639,O35811,EC50,5.6,IUPHAR
3642,Q12884,IC50,5.43,CHEMBL
3642,Q6V1X1,Ki,6.09,CHEMBL
3642,Q86TI2,Ki,7.17,CHEMBL
3642,P97321,IC50,4.28,CHEMBL
3642,E1BI31,IC50,6.17,CHEMBL
3642,O31048,Ki,7.77,CHEMBL
3642,P27487,Ki,8.52,CHEMBL
3643,P11229,Kd,4.8,IUPHAR
3643,P08172,Kd,5.1,IUPHAR
3643,P20309,Kd,5.7,IUPHAR
3643,P08173,Kd,4.2,IUPHAR
3644,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,,,SCIENTIFIC LITERATURE
3651,P11511,IC50,8.86,CHEMBL
3652,P14416,Ki,6.0,PDSP
3652,P08908,Ki,7.2,IUPHAR
3652,P28223,Ki,6.9,IUPHAR
3652,P41595,Ki,7.7,IUPHAR
3652,P28335,Ki,7.4,IUPHAR
3652,P50406,Ki,5.9,IUPHAR
3652,P34969,Ki,6.9,IUPHAR
3652,P35462,Ki,6.4,PDSP
3652,P11229,Ki,7.38,CHEMBL
3652,P08172,Ki,6.92,CHEMBL
3652,P20309,Ki,7.89,CHEMBL
3652,P08173,Ki,7.14,CHEMBL
3652,P08912,Ki,7.1,CHEMBL
3652,P28222,Ki,7.3,IUPHAR
3652,P28221,Ki,8.2,IUPHAR
3652,P35368,Ki,5.8,PDSP
3652,P30939,Ki,6.5,IUPHAR
3652,P28566,Ki,5.6,IUPHAR
3652,P10980,IC50,7.8,CHEMBL
3652,P08482,IC50,8.7,CHEMBL
3652,P12657,EC50,5.24,CHEMBL
3652,P08482|P08483|P08485|P08911|P10980,IC50,8.01,CHEMBL
3658,P08913,Ki,7.82,PDSP
3658,P35348,Ki,7.04,CHEMBL
3658,P28222,Ki,7.89,CHEMBL
3658,P28221,Ki,9.15,CHEMBL
3658,P18825,Ki,6.89,PDSP
3658,P19328|P22086|P22909,IC50,7.64,CHEMBL
3658,P15823|P23944|P43140,IC50,6.24,CHEMBL
3658,P15823|P19328|P22086|P22909|P23944|P43140,Ki,8.32,CHEMBL
3658,P18089,Ki,5.98,PDSP
3659,P14416,Ki,6.163,DRUG MATRIX
3659,P08913,Ki,9.38,CHEMBL
3659,P08908,Ki,7.3,IUPHAR
3659,P41595,Ki,7.9,IUPHAR
3659,P50406,Ki,6.106,DRUG MATRIX
3659,P34969,Ki,5.6,IUPHAR
3659,P35348,Kd,6.4,CHEMBL
3659,P18089,Ki,8.7,CHEMBL
3659,P35462,Ki,5.604,PDSP
3659,P28222,Ki,7.6,IUPHAR
3659,P28221,Ki,7.7,IUPHAR
3659,P18825,Ki,9.3,CHEMBL
3659,P10635,IC50,5.692,DRUG MATRIX
3659,P0DMS8,IC50,7.02,CHEMBL
3659,P25100,Ki,8.8,CHEMBL
3659,P35368,Ki,8.96,CHEMBL
3659,P47898,Ki,5.3,IUPHAR
3659,P30939,Ki,7.0,IUPHAR
3659,P28566,Ki,5.9,IUPHAR
3659,P11387,IC50,4.52,CHEMBL
3659,P15823,Ki,6.182,DRUG MATRIX
3659,P43140,IC50,5.91,CHEMBL
3659,P19328,Ki,8.7,CHEMBL
3659,P23944,Ki,7.28,CHEMBL
3659,P61169,IC50,5.95,CHEMBL
3659,P19327,IC50,6.9,CHEMBL
3659,P14842,Ki,5.79,CHEMBL
3659,P30994,Ki,7.3,IUPHAR
3659,P22002,Ki,7.35,CHEMBL
3659,P18130,Ki,8.44,CHEMBL
3659,P18871,Ki,8.36,CHEMBL
3659,P19020,Ki,5.61,CHEMBL
3659,Q28838,Ki,7.31,CHEMBL
3659,P19328|P22086|P22909,Ki,9.22,CHEMBL
3659,P18901|P19020|P25115|P30729|P61169,Ki,5.7,CHEMBL
3659,P35498|Q99250|Q9NY46,IC50,4.48,CHEMBL
3659,P30545|Q01337|Q01338,Ki,9.22,CHEMBL
3659,P30304,IC50,4.65,CHEMBL
3659,P28334,Ki,8.3,IUPHAR
3659,P30966,Ki,6.0,IUPHAR
3659,P30940,IC50,6.2,IUPHAR
3680,P35367,Ki,6.18,CHEMBL
3680,P35498|Q99250|Q9NY46,IC50,4.85,CHEMBL
3686,P00918,Ki,7.67,CHEMBL
3686,P00915,Ki,6.93,CHEMBL
3686,Q16790,Ki,8.66,CHEMBL
3686,O43570,Ki,7.7,CHEMBL
3689,P47989,IC50,6.0,CHEMBL
3707,P09874,IC50,5.07,CHEMBL
3713,P35372,,,SCIENTIFIC LITERATURE
3715,P23977,Ki,7.52,CHEMBL
3734,P35498|Q99250|Q9NY46,IC50,5.89,CHEMBL
3770,P35498|Q99250|Q9NY46,IC50,5.12,CHEMBL
3787,Q12809,Ki,5.316,DRUG MATRIX
3805,P35498|Q99250|Q9NY46,IC50,4.62,CHEMBL
3839,P25095|P29089,IC50,8.92,CHEMBL
3839,P30556,IC50,7.49,CHEMBL
3848,P22303,IC50,6.79,CHEMBL
3848,P21836,IC50,6.0,CHEMBL
3848,P37136,IC50,6.44,CHEMBL
3848,O42275,IC50,7.22,CHEMBL
3848,Q9N1N9,IC50,7.27,CHEMBL
3851,P35354,IC50,6.14,CHEMBL
3851,P23219,IC50,7.01,CHEMBL
3851,P52895,IC50,4.37,CHEMBL
3851,P42330,IC50,4.49,CHEMBL
3851,P05979,IC50,5.83,CHEMBL
3851,P79208,IC50,5.82,CHEMBL
3855,Q07869,IC50,4.52,CHEMBL
3855,P37231,IC50,4.52,CHEMBL
3855,Q03181,IC50,4.52,CHEMBL
3862,P10276,EC50,6.52,WOMBAT-PK
3862,P19793,EC50,6.5,WOMBAT-PK
3862,P28702,EC50,6.7,WOMBAT-PK
3862,P48443,EC50,6.66,WOMBAT-PK
3862,P10826,EC50,7.3,WOMBAT-PK
3862,P13631,EC50,7.13,WOMBAT-PK
3862,P51449,EC50,4.85,CHEMBL
3862,P28704,Kd,7.92,CHEMBL
3862,P28705,Kd,8.4,CHEMBL
3862,P11416,Kd,8.15,CHEMBL
3862,P28700,Kd,7.49,CHEMBL
3862,P22605,Kd,8.15,CHEMBL
3862,P18911,Kd,7.77,CHEMBL
3862,Q05343,EC50,6.96,CHEMBL
3862,P22736,Kd,6.09,CHEMBL
3862,P55055,EC50,5.76,CHEMBL
3862,Q13133,EC50,5.96,CHEMBL
3871,P05177,IC50,5.699,DRUG MATRIX
3875,Q12809,IC50,7.41,CHEMBL
3875,Q06278,IC50,4.01,CHEMBL
3875,O43193,IC50,7.36,CHEMBL
3875,Q16678,IC50,4.4,CHEMBL
3880,O95180,IC50,6.843,SCIENTIFIC LITERATURE
3880,Q01668|Q13936,IC50,5.31,IUPHAR
3881,O75343|P33402|Q02108|Q02153,EC50,5.99,CHEMBL
3883,P35462,Ki,7.96,CHEMBL
3883,P61169,Ki,7.88,CHEMBL
3883,P14842,Ki,7.62,CHEMBL
3883,P18901,Ki,6.37,CHEMBL
3911,P04150,,,KEGG DRUG
3912,P14416,Ki,9.17,CHEMBL
3912,P28335,Ki,9.24,CHEMBL
3912,P50406,Ki,8.665,PDSP
3912,P35462,Ki,9.372,PDSP
3912,P35367,Ki,9.72,CHEMBL
3912,P21917,Ki,9.398,PDSP
3912,Q96RJ0,Ki,6.307,PDSP
3912,Q9NPC2,IC50,4.13,CHEMBL
3912,P23944,Ki,9.11,CHEMBL
3912,P61169,Ki,9.3,CHEMBL
3912,P14842,Ki,9.64,CHEMBL
3912,P18901,Ki,8.64,CHEMBL
3912,P18130,Ki,9.18,CHEMBL
3912,P19020,Ki,8.62,CHEMBL
3912,P18841,Ki,9.25,CHEMBL
3912,P18901|P19020|P25115|P30729|P61169,IC50,8.52,CHEMBL
3912,P15823|P23944|P43140,IC50,9.74,CHEMBL
3912,P08909|P14842|P30994,IC50,9.24,CHEMBL
3920,P04150,IC50,9.3,CHEMBL
3920,P08235,Ki,9.44,CHEMBL
3920,P10275,Ki,5.85,CHEMBL
3920,P06401,Ki,6.25,CHEMBL
3920,P15207,Ki,4.79,CHEMBL
3920,P02692,Ki,4.66,CHEMBL
3920,Q690N0,Ki,5.52,CHEMBL
3920,P06536,IC50,7.66,CHEMBL
3927,P04150,IC50,6.27,CHEMBL
3927,P08235,IC50,6.44,CHEMBL
3927,P10275,Ki,9.7,CHEMBL
3927,P06401,IC50,5.14,CHEMBL
3927,P11511,Ki,6.66,CHEMBL
3927,P08185,Ki,5.92,CHEMBL
3927,P04278,Kd,9.74,CHEMBL
3927,P15207,Ki,9.57,CHEMBL
3927,Q690N0,Ki,6.788,DRUG MATRIX
3927,P06536,IC50,4.7,CHEMBL
3927,P19091,IC50,9.0,CHEMBL
3927,P06186,IC50,6.36,CHEMBL
3927,P22199,IC50,5.68,CHEMBL
3931,Q12809,IC50,5.226,WOMBAT-PK
3931,P46098,Ki,7.698,SCIENTIFIC LITERATURE
3944,P11388,,,CHEMBL
3952,P08913,Ki,7.824,DRUG MATRIX
3952,P08908,Ki,5.928,DRUG MATRIX
3952,P28223,Ki,6.951,DRUG MATRIX
3952,P41595,Ki,7.208,DRUG MATRIX
3952,P28335,Ki,6.971,DRUG MATRIX
3952,P18089,Ki,7.167,DRUG MATRIX
3952,P18825,Ki,6.793,DRUG MATRIX
3952,P25100,Ki,6.801,DRUG MATRIX
3952,P21397,IC50,5.748,DRUG MATRIX
3952,Q96RJ0,EC50,7.05,CHEMBL
3952,Q9Y2I1,Ki,7.46,CHEMBL
3952,O15245,IC50,5.31,CHEMBL
3952,P15823,Ki,6.122,DRUG MATRIX
3952,P43140,IC50,6.41,CHEMBL
3952,P19327,IC50,5.68,CHEMBL
3952,P19328|P22086|P22909,IC50,8.77,CHEMBL
3959,P04150,,,CHEMBL
3961,P20648|P51164,,,SCIENTIFIC LITERATURE
3972,P21728,Ki,5.646,DRUG MATRIX
3972,P08913,Ki,5.66,DRUG MATRIX
3972,P08183,IC50,7.0,WOMBAT-PK
3972,P23975,Ki,5.407,DRUG MATRIX
3972,P35462,Ki,6.125,DRUG MATRIX
3972,P11229,Ki,5.924,DRUG MATRIX
3972,P20309,Ki,5.891,DRUG MATRIX
3972,P08912,Ki,5.586,DRUG MATRIX
3972,P18825,Ki,6.244,DRUG MATRIX
3972,Q01959,Ki,5.451,DRUG MATRIX
3972,P0DMS8,Ki,6.539,DRUG MATRIX
3972,P36544,EC50,5.1,IUPHAR
3972,Q96RI1,IC50,6.59,CHEMBL
3972,P23415|P23416|O75311|P48167,EC50,6.4,IUPHAR
3972,P91730,,,CHEMBL
3972,Q25634,,,CHEMBL
3972,P11507,IC50,5.17,CHEMBL
3972,P06685,IC50,5.08,CHEMBL
3972,Q64578,IC50,4.77,CHEMBL
3972,P51577,EC50,6.6,IUPHAR
3976,P29029,Ki,5.49,CHEMBL
3977,P14679,IC50,5.13,CHEMBL
3977,O42713,Ki,4.65,CHEMBL
3977,P14920,IC50,5.7,CHEMBL
3977,P00371,Ki,4.68,CHEMBL
3977,P11344,IC50,4.21,CHEMBL
3977,P03433,IC50,4.91,CHEMBL
3977,B2ZB02,IC50,4.28,CHEMBL
3977,Q00024,IC50,4.82,CHEMBL
3995,O75936,Ki,4.8,CHEMBL
3998,Q9NQS5,Ki,4.71,CHEMBL
4002,P25021,,,SCIENTIFIC LITERATURE
4004,P37288,Ki,6.71,CHEMBL
4004,P47901,Ki,4.8,IUPHAR
4004,P30559,Ki,6.18,CHEMBL
4004,Q00788,IC50,7.92,CHEMBL
4004,P30560,IC50,5.85,CHEMBL
4004,P30560|P48974,IC50,5.3,CHEMBL
4004,P30518,Ki,8.03,CHEMBL
4006,P08908,Ki,9.04,CHEMBL
4006,P28223,EC50,6.89,CHEMBL
4006,P41595,EC50,9.0,CHEMBL
4006,P28335,EC50,9.74,CHEMBL
4006,P34969,Ki,8.67,CHEMBL
4050,Q14832,Ki,4.7,IUPHAR
4055,P06493,IC50,4.84,CHEMBL
4055,P48147,IC50,4.92,CHEMBL
4055,O60341,IC50,5.45,CHEMBL
4055,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,Ki,4.11,CHEMBL
4061,P08588,Ki,9.0,WOMBAT-PK
4061,P07550,Ki,9.7,WOMBAT-PK
4061,P08908,Ki,5.81,DRUG MATRIX
4061,P13945,Ki,6.47,DRUG MATRIX
4061,P19327,Ki,6.21,CHEMBL
4061,Q8K4Z4,Kd,9.78,CHEMBL
4061,B0FL73,Kd,9.44,CHEMBL
4063,P07550,Ki,4.807,DRUG MATRIX
4063,P28223,Ki,6.243,DRUG MATRIX
4063,P41595,Ki,4.929,DRUG MATRIX
4063,P28335,Ki,6.425,DRUG MATRIX
4063,P25021,Ki,4.857,DRUG MATRIX
4063,P18825,Ki,5.94,DRUG MATRIX
4063,P00533,IC50,4.69,DRUG MATRIX
4063,P06239,IC50,4.802,DRUG MATRIX
4063,P06241,IC50,5.952,DRUG MATRIX
4063,P27361,IC50,4.789,DRUG MATRIX
4063,Q16539,IC50,5.13,DRUG MATRIX
4072,P14679,IC50,4.49,CHEMBL
4072,P13674,,,WOMBAT-PK
4072,Q02809,,,WOMBAT-PK
4072,Q9UGH3,,,WOMBAT-PK
4072,Q9UHI7,,,WOMBAT-PK
4072,P00689,IC50,4.58,CHEMBL
4074,P14324,IC50,8.52,CHEMBL
4074,O95749,Ki,5.74,CHEMBL
4074,P22939,IC50,5.96,CHEMBL
4074,Q12051,Ki,6.89,CHEMBL
4099,Q01668|Q13936,,,SCIENTIFIC LITERATURE
4106,P0DJD9,,,CHEMBL
4109,P21554,Ki,8.54,CHEMBL
4109,P35462,EC50,7.99,CHEMBL
4109,P23415,EC50,5.89,CHEMBL
4109,P23416,EC50,6.0,IUPHAR
4109,P34972,Ki,8.48,CHEMBL
4109,O75311,EC50,5.3,IUPHAR
4109,Q14330,EC50,6.02,CHEMBL
4109,O75762,EC50,4.9,IUPHAR
4109,P20272,Ki,7.43,CHEMBL
4109,P47936,Ki,8.04,CHEMBL
4109,P47746,Ki,7.4,CHEMBL
4109,Q9Y2T6,IC50,4.85,CHEMBL
4109,P21554|P34972,Ki,7.39,CHEMBL
4109,P20272|Q9QZN9,Ki,7.34,CHEMBL
4109,Q9WUD2,EC50,4.85,IUPHAR
4110,P37288,Ki,7.9,IUPHAR
4110,Q00788,Ki,8.9,IUPHAR
4110,P30560,Ki,6.5,IUPHAR
4110,P30518,Ki,9.0,WOMBAT-PK
4111,P0AFI2|P20083,,,CHEMBL
4111,P0AES4|P0AES6,,,CHEMBL
4112,P10827,IC50,4.229,WOMBAT-PK
4112,Q12809,IC50,6.5,CHEMBL
4112,Q06432,IC50,6.699,WOMBAT-PK
4112,O43526,IC50,8.0,WOMBAT-PK
4112,P22460,IC50,5.63,CHEMBL
4112,Q9NVV9,IC50,4.229,WOMBAT-PK
4112,O60741,,,SCIENTIFIC LITERATURE
4112,Q9UL51,,,SCIENTIFIC LITERATURE
4112,Q9P1Z3,,,SCIENTIFIC LITERATURE
4112,Q9Y3Q4,,,SCIENTIFIC LITERATURE
4113,Q9H244,,,UNKNOWN
4114,P08684,,,WOMBAT-PK
4114,P08183,,,WOMBAT-PK
4114,P27487,Ki,9.22,CHEMBL
4114,Q6V1X1,Ki,6.89,CHEMBL
4114,Q86TI2,Ki,7.15,CHEMBL
4115,P08588,Ki,5.301,PDSP
4115,P07550,Ki,5.301,PDSP
4115,P21728,Ki,8.7,WOMBAT-PK
4115,P14416,Ki,8.75,WOMBAT-PK
4115,P08913,Ki,8.187,PDSP
4115,P08908,Ki,7.97,WOMBAT-PK
4115,P28223,Ki,9.61,WOMBAT-PK
4115,P41595,Ki,9.8,WOMBAT-PK
4115,P28335,Ki,9.93,WOMBAT-PK
4115,P50406,Ki,9.22,WOMBAT-PK
4115,P34969,Ki,9.47,WOMBAT-PK
4115,P35348,Ki,8.92,WOMBAT-PK
4115,P18089,Ki,8.73,WOMBAT-PK
4115,P35462,Ki,9.06,WOMBAT-PK
4115,P21918,Ki,7.644,PDSP
4115,P35367,Ki,9.0,WOMBAT-PK
4115,P25021,IC50,8.21,WOMBAT-PK
4115,P11229,Ki,6.107,PDSP
4115,P08172,Ki,6.039,PDSP
4115,P20309,Ki,5.491,PDSP
4115,P08912,Ki,6.565,PDSP
4115,P28222,Ki,8.4,WOMBAT-PK
4115,P28221,Ki,8.4,IUPHAR
4115,P18825,Ki,7.886,PDSP
4115,Q01959,Ki,5.504,PDSP
4115,P21917,Ki,8.71,WOMBAT-PK
4115,P46098,Ki,6.349,PDSP
4115,P35368,Ki,8.409,PDSP
4115,P47898,Ki,8.6,WOMBAT-PK
4115,P28566,Ki,8.0,IUPHAR
4117,P00374,Ki,7.35,IUPHAR
4117,Q96NT5,IC50,7.24,CHEMBL
4117,P41440,IC50,9.16,CHEMBL
4117,P15328,IC50,6.78,CHEMBL
4118,P52333,Kd,5.16,CHEMBL
4118,P22303,IC50,6.03,CHEMBL
4118,P09619,Kd,8.7,CHEMBL
4118,P00519,Kd,6.42,CHEMBL
4118,P10721,Kd,8.74,CHEMBL
4118,P12931,Kd,5.55,CHEMBL
4118,P06239,Kd,5.92,CHEMBL
4118,P07947,Kd,5.3,CHEMBL
4118,P06241,Kd,5.57,CHEMBL
4118,P04049,Kd,6.05,CHEMBL
4118,P15056,Kd,6.37,CHEMBL
4118,P36888,Kd,6.13,CHEMBL
4118,P07949,Kd,6.57,CHEMBL
4118,P17948,Kd,7.85,CHEMBL
4118,P35968,Kd,7.85,CHEMBL
4118,P35916,Kd,7.57,CHEMBL
4118,P07333,Kd,8.1,CHEMBL
4118,P16234,Kd,8.31,CHEMBL
4118,Q14012,Kd,5.68,CHEMBL
4118,P45983,Kd,5.7,CHEMBL
4118,P22607,Kd,6.21,CHEMBL
4118,P08631,Kd,5.24,CHEMBL
4118,P53779,Kd,5.72,CHEMBL
4118,O60674,Kd,5.77,CHEMBL
4118,P43405,Kd,5.33,CHEMBL
4118,Q9H1R3,Kd,5.7,CHEMBL
4118,Q02763,Kd,5.48,CHEMBL
4118,Q2M2I8,Kd,5.54,CHEMBL
4118,P08581,Kd,5.7,CHEMBL
4118,P07948,Kd,6.05,CHEMBL
4118,P51955,Kd,6.01,CHEMBL
4118,P53667,Kd,6.14,CHEMBL
4118,P11362,Kd,6.0,CHEMBL
4118,O94804,Kd,7.08,CHEMBL
4118,P16591,Kd,5.57,CHEMBL
4118,O00444,Kd,6.54,CHEMBL
4118,Q9UQB9,Kd,6.12,CHEMBL
4118,O75716,Kd,6.44,CHEMBL
4118,P33981,Kd,6.82,CHEMBL
4118,P42684,Kd,5.52,CHEMBL
4118,P21802,Kd,6.68,CHEMBL
4118,Q9UKE5,Kd,6.51,CHEMBL
4118,P09769,Kd,5.8,CHEMBL
4118,O14965,Kd,5.15,CHEMBL
4118,Q9UM73,Kd,5.66,CHEMBL
4118,Q9NRP7,Kd,6.33,CHEMBL
4118,Q9NSY1,Kd,5.06,CHEMBL
4118,P42685,Kd,6.12,CHEMBL
4118,Q9Y4K4,Kd,5.52,CHEMBL
4118,O14976,Kd,6.7,CHEMBL
4118,O43353,Kd,6.24,CHEMBL
4118,Q00536,Kd,5.92,CHEMBL
4118,Q9H2G2,Kd,6.62,CHEMBL
