src_vid,dst_vid,ACT_TYPE,ACT_VALUE,ACT_SOURCE
3178,P09917,IC50,4.61,CHEMBL
3178,P18031,IC50,4.34,CHEMBL
3178,P23141,IC50,4.68,CHEMBL
3178,P24723,Kd,6.6,CHEMBL
3178,P80365,IC50,8.91,CHEMBL
3178,P28845,IC50,8.07,CHEMBL
3178,P00489,IC50,4.18,CHEMBL
3178,O00748,IC50,4.16,CHEMBL
3178,P50172,IC50,8.7,CHEMBL
3178,O60218,IC50,5.31,CHEMBL
3178,P16232,IC50,7.05,CHEMBL
3178,P50233,IC50,6.44,CHEMBL
3178,Q06124,IC50,5.02,CHEMBL
3178,P29350,IC50,4.18,CHEMBL
3178,P09429,Kd,4.06,CHEMBL
3178,Q9CPU0,Ki,6.54,CHEMBL
3186,P22303,IC50,6.82,CHEMBL
3186,P06276,IC50,7.92,CHEMBL
3186,P04058,IC50,5.76,CHEMBL
3187,P31645,Ki,5.26,DRUG MATRIX
3187,P04150,Ki,4.748,DRUG MATRIX
3187,P03372,Ki,8.67,IUPHAR
3187,Q92731,Ki,8.4,IUPHAR
3187,P08185,Ki,5.0,CHEMBL
3187,P04278,Kd,6.63,CHEMBL
3187,P12530,IC50,5.064,DRUG MATRIX
3187,P9WPP9,Kd,4.0,CHEMBL
3187,Q9H255,EC50,4.28,CHEMBL
3188,P31645,Ki,5.55,DRUG MATRIX
3188,P41595,Ki,5.062,DRUG MATRIX
3188,P03372,EC50,9.15,CHEMBL
3188,Q92731,EC50,8.68,CHEMBL
3188,P11511,Ki,5.6,CHEMBL
3188,P08185,Ki,5.0,CHEMBL
3188,P08842,IC50,4.29,CHEMBL
3188,P04278,Kd,8.18,CHEMBL
3188,P14061,Ki,8.52,CHEMBL
3188,P15207,Ki,5.111,DRUG MATRIX
3188,P12530,IC50,5.181,DRUG MATRIX
3188,Q690N0,Ki,5.678,DRUG MATRIX
3194,O14746,IC50,5.09,CHEMBL
3194,Q9WKE8,IC50,4.7,CHEMBL
3201,P0DMS8,IC50,7.11,CHEMBL
3201,P42261,Ki,5.13,CHEMBL
3201,P39086,Ki,6.75,CHEMBL
3201,P42262,Ki,4.91,CHEMBL
3201,Q16478,Ki,8.1,CHEMBL
3201,P48058,Ki,5.77,CHEMBL
3201,Q13002,Ki,7.49,CHEMBL
3201,Q13003,Ki,8.0,CHEMBL
3201,P19491,Ki,5.43,CHEMBL
3201,P42263,Ki,5.58,PDSP
3201,Q16099,Ki,8.64,PDSP
3201,P42260,Ki,8.43,CHEMBL
3201,P22756,Ki,7.15,CHEMBL
3201,P19490,Ki,6.32,CHEMBL
3201,P19492,Ki,5.7,CHEMBL
3201,P19493,Ki,5.45,CHEMBL
3201,Q01812,Ki,8.33,CHEMBL
3201,Q63273,Ki,7.82,CHEMBL
3201,P42264,Ki,8.42,CHEMBL
3201,P19490|P19491|P19492|P19493,Ki,7.53,CHEMBL
3201,P22756|P42260|P42264|Q01812|Q63273,IC50,8.37,CHEMBL
3203,P19328|P22086|P22909,Ki,8.11,CHEMBL
3215,P35439|Q00959|Q00960|Q00961|Q62645|Q8VHN2|Q9R1M7,Ki,6.97,CHEMBL
3217,P18031,IC50,5.89,CHEMBL
3217,P25044,IC50,5.92,CHEMBL
3217,Q7TSF2,Ki,7.4,CHEMBL
3217,Q13822,Ki,6.08,CHEMBL
3217,P08659,IC50,5.77,CHEMBL
3219,P25101,Ki,5.217,DRUG MATRIX
3219,P07943,IC50,6.57,DRUG MATRIX
3219,P28482,IC50,4.859,DRUG MATRIX
3220,P14416,Ki,6.229,PDSP
3220,P31645,Ki,7.959,PDSP
3220,P23975,Ki,6.119,PDSP
3220,P08908,Ki,5.641,PDSP
3220,P35367,Ki,5.377,PDSP
3220,P11229,Ki,7.036,PDSP
3220,P08172,Ki,6.824,PDSP
3220,P20309,Ki,6.658,PDSP
3220,P08173,Ki,6.328,PDSP
3220,P08912,Ki,6.398,PDSP
3220,Q01959,Ki,5.688,PDSP
3220,Q61327,Ki,8.04,CHEMBL
3220,O55192,Ki,6.92,CHEMBL
3224,P05121,IC50,4.824,SCIENTIFIC LITERATURE
3225,Q9Y2I1,Ki,8.7,CHEMBL
3227,P04303,IC50,4.41,CHEMBL
3229,Q9GZT9,IC50,4.72,CHEMBL
3236,P41145,IC50,6.8,CHEMBL
3236,P42866,IC50,8.07,CHEMBL
3236,P97266,IC50,7.92,CHEMBL
3248,P03372|Q92731,,,CHEMBL
3249,O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|Q16445|Q8N1C3|Q99928,,,DRUG LABEL
3253,P50579,IC50,9.2,CHEMBL
3256,P11229,Ki,4.1,IUPHAR
3256,P08172,Ki,4.5,IUPHAR
3256,P20309,Ki,4.1,IUPHAR
3256,P08173,Ki,4.3,IUPHAR
3257,P00749,IC50,6.37,CHEMBL
3257,P00747,IC50,5.81,CHEMBL
3257,P00734,IC50,6.16,CHEMBL
3257,P00742,IC50,5.34,CHEMBL
3257,P00750,IC50,4.81,CHEMBL
3257,P03952,IC50,5.87,CHEMBL
3257,O08590,Ki,4.57,CHEMBL
3257,O15244,IC50,6.05,CHEMBL
3257,Q96FL8,IC50,6.3,CHEMBL
3257,Q86VL8,IC50,4.97,CHEMBL
3257,Q15661,IC50,8.47,IUPHAR
3257,P05981,IC50,6.42,CHEMBL
3260,P00918,Ki,5.39,CHEMBL
3260,P00915,Ki,5.38,CHEMBL
3260,Q16790,Ki,5.18,CHEMBL
3260,O43570,Ki,5.14,CHEMBL
3260,P09917,IC50,4.12,CHEMBL
3260,P43166,Ki,4.17,CHEMBL
3260,Q9ULX7,Ki,4.17,CHEMBL
3275,P00749,Ki,4.84,CHEMBL
3275,P00734,Ki,6.65,CHEMBL
3275,P07477,Ki,5.57,CHEMBL
3275,Q9Y5Y6,Ki,6.03,CHEMBL
3275,Q99873,IC50,4.28,CHEMBL
3282,P00918,Ki,7.05,CHEMBL
3282,P00915,Ki,4.97,CHEMBL
3282,P22748,Ki,4.97,CHEMBL
3282,Q16790,Ki,4.49,CHEMBL
3282,O43570,Ki,5.11,CHEMBL
3282,P35218,Ki,4.85,CHEMBL
3282,Q9Y2D0,Ki,4.9,CHEMBL
3282,P07451,Ki,5.09,CHEMBL
3282,Q9ULX7,Ki,4.38,CHEMBL
3282,Q9D6N1,Ki,4.13,CHEMBL
3282,O42275,Ki,8.91,CHEMBL
3282,O42713,IC50,5.01,CHEMBL
3282,Q99N23,Ki,4.97,CHEMBL
3282,Q2PCB5,Ki,5.23,CHEMBL
3290,P08253,IC50,3.89,CHEMBL
3290,P21964,IC50,5.8,CHEMBL
3290,P50579,IC50,5.69,CHEMBL
3290,P22734,IC50,4.67,CHEMBL
3290,P53582,IC50,4.67,CHEMBL
3290,Q01693,Ki,6.8,CHEMBL
3293,Q05769,IC50,5.26,CHEMBL
3294,P21728,Ki,6.67,WOMBAT-PK
3294,P14416,Ki,8.969,WOMBAT-PK
3294,P08913,Ki,6.79,WOMBAT-PK
3294,Q99720,IC50,7.19,CHEMBL
3294,P23975,Ki,5.83,WOMBAT-PK
3294,P08908,Ki,7.181,WOMBAT-PK
3294,P28223,Ki,9.859,WOMBAT-PK
3294,P28335,Ki,7.227,WOMBAT-PK
3294,P50406,Ki,7.37,WOMBAT-PK
3294,P34969,Ki,7.66,WOMBAT-PK
3294,P35348,Ki,7.44,WOMBAT-PK
3294,P18089,Ki,6.79,WOMBAT-PK
3294,P35462,Ki,8.15,WOMBAT-PK
3294,P21918,Ki,6.496,WOMBAT-PK
3294,P35367,Ki,7.91,WOMBAT-PK
3294,P11229,Ki,5.31,PDSP
3294,P08172,Ki,5.48,PDSP
3294,P08173,Ki,5.08,PDSP
3294,P28222,Ki,7.05,WOMBAT-PK
3294,P28221,Ki,7.824,WOMBAT-PK
3294,P18825,Ki,7.79,WOMBAT-PK
3294,Q01959,Ki,5.53,WOMBAT-PK
3294,P21917,Ki,7.6,WOMBAT-PK
3294,P32239,Ki,5.03,PDSP
3294,P61169,IC50,6.96,CHEMBL
3294,P19327,Ki,6.8,IUPHAR
3294,P32305,Ki,7.7,IUPHAR
3294,P22909,IC50,9.4,CHEMBL
3294,Q64264,IC50,6.68,CHEMBL
3294,Q61616,IC50,6.12,CHEMBL
3294,Q75Z89,IC50,8.05,CHEMBL
3294,P31388,Ki,7.4,IUPHAR
3294,P08909|P14842|P30994,IC50,8.05,CHEMBL
3309,P05093,Ki,6.21,CHEMBL
3309,P14902,IC50,4.64,CHEMBL
3312,Q9Y3Q4,EC50,5.37,CHEMBL
3312,O88704,EC50,5.35,CHEMBL
3312,O88703,EC50,5.34,CHEMBL
3312,O60741,IC50,5.7,IUPHAR
3312,Q9UL51,,,UNKNOWN
3312,Q9P1Z3,IC50,5.7,IUPHAR
3313,P04798,Ki,5.42,CHEMBL
3317,P01375,IC50,7.886,WOMBAT-PK
3317,A4TVL0,Ki,5.51,CHEMBL
3317,Q96SW2,EC50,6.527,SCIENTIFIC LITERATURE
3323,P23219,IC50,4.89,CHEMBL
3323,P11511,IC50,4.32,CHEMBL
3323,Q07869,Kd,8.32,CHEMBL
3323,P37231,IC50,5.21,CHEMBL
3323,P15090,IC50,6.0,CHEMBL
3323,P05413,Kd,9.7,CHEMBL
3323,Q03181,IC50,5.0,CHEMBL
3323,O14842,EC50,5.7,IUPHAR
3323,Q14721,EC50,5.6,IUPHAR
3323,P25099,IC50,4.19,CHEMBL
3323,P08170,IC50,6.0,CHEMBL
3323,P13726,IC50,4.39,CHEMBL
3323,P79208,IC50,4.03,CHEMBL
3323,Q5NUL3,EC50,5.89,IUPHAR
3325,Q9HC97,EC50,8.793,SCIENTIFIC LITERATURE
3328,P04775,IC50,6.59,CHEMBL
3328,P62157,Kd,5.54,CHEMBL
3341,P10275,,,KEGG DRUG
3341,P04278,Kd,8.81,CHEMBL
3342,P04278,Kd,9.6,CHEMBL
3342,P15207,IC50,4.74,CHEMBL
3347,O34667,Ki,4.21,CHEMBL
3356,P04150,Ki,6.077,DRUG MATRIX
3356,P10275,EC50,9.66,IUPHAR
3356,P04278,Kd,8.43,CHEMBL
3356,P15207,IC50,7.8,CHEMBL
3356,Q690N0,Ki,7.481,DRUG MATRIX
3362,P17708,IC50,6.0,CHEMBL
3362,P36633,IC50,5.82,CHEMBL
3366,P03372|Q92731,IC50,8.6,CHEMBL
3369,P08913,Ki,7.68,PDSP
3369,P18089,Ki,6.39,PDSP
3369,P18825,Ki,6.39,PDSP
3369,Q9Y2I1,Ki,6.92,CHEMBL
3369,Q4G017,Ki,6.61,CHEMBL
3369,P19328|P22086|P22909,Ki,8.24,CHEMBL
3369,P15823|P23944|P43140,EC50,7.92,CHEMBL
3369,P15823|P19328|P22086|P22909|P23944|P43140,Ki,8.24,CHEMBL
3377,P14324,Ki,7.2,CHEMBL
3380,Q28044,Kd,5.88,CHEMBL
3396,P46098,EC50,7.62,CHEMBL
3396,Q96RJ0,EC50,5.8,IUPHAR
3396,Q923Y9,EC50,5.9,IUPHAR
3396,Q923Y8,EC50,5.8,IUPHAR
3396,H9TVJ1,EC50,6.01,CHEMBL
3399,Q01705,IC50,6.92,CHEMBL
3400,O00519,Ki,5.22,CHEMBL
3400,P11511,IC50,4.49,CHEMBL
3400,Q07869,IC50,6.22,CHEMBL
3400,P37231,IC50,5.39,CHEMBL
3400,P15090,Ki,6.73,CHEMBL
3400,P11387,IC50,4.51,CHEMBL
3400,O14746,IC50,5.07,CHEMBL
3400,Q01469,Ki,6.61,CHEMBL
3400,Q03181,IC50,5.28,CHEMBL
3400,O14842,EC50,5.7,IUPHAR
3400,P07148,Kd,6.7,CHEMBL
3400,P02692,Ki,6.74,CHEMBL
3400,P08170,Ki,4.66,CHEMBL
3400,P13726,IC50,4.1,CHEMBL
3400,Q5NUL3,EC50,4.7,IUPHAR
3401,Q5T6X5,EC50,4.0,IUPHAR
3407,P35498|Q99250|Q9NY46,IC50,5.64,CHEMBL
3408,P21728,Ki,5.684,DRUG MATRIX
3408,P08913,Ki,5.815,DRUG MATRIX
3408,P08684,IC50,7.046,DRUG MATRIX
3408,P31645,Ki,6.372,DRUG MATRIX
3408,P23975,Ki,5.723,DRUG MATRIX
3408,P08908,Ki,5.497,DRUG MATRIX
3408,P28223,Ki,5.925,DRUG MATRIX
3408,P41595,Ki,5.533,DRUG MATRIX
3408,P18089,Ki,5.778,DRUG MATRIX
3408,P35462,Ki,6.169,DRUG MATRIX
3408,P11229,Ki,5.943,DRUG MATRIX
3408,P20309,Ki,6.018,DRUG MATRIX
3408,P13945,Ki,5.449,DRUG MATRIX
3408,P18825,Ki,6.218,DRUG MATRIX
3408,Q01959,Ki,5.676,DRUG MATRIX
3408,P10635,IC50,6.0,DRUG MATRIX
3408,P0DMS8,Ki,6.445,DRUG MATRIX
3408,P10613,,,CHEMBL
3408,P41143,Ki,5.728,DRUG MATRIX
3408,P22303,IC50,5.333,DRUG MATRIX
3408,P11712,IC50,5.523,DRUG MATRIX
3408,P33261,IC50,7.398,DRUG MATRIX
3408,P24557,IC50,6.209,DRUG MATRIX
3408,P14902,IC50,4.55,CHEMBL
3408,P21452,Ki,5.969,DRUG MATRIX
3408,P19327,IC50,5.25,CHEMBL
3412,P15304,IC50,5.49,CHEMBL
3413,Q02127,IC50,4.92,CHEMBL
3413,Q9Y233,Kd,4.82,CHEMBL
3424,P35372,Ki,8.409,WOMBAT-PK
3424,Q99720,EC50,8.76,WOMBAT-PK
3424,P41145,Ki,8.658,WOMBAT-PK
3424,P41143,EC50,7.307,WOMBAT-PK
3424,P33535,Ki,8.16,CHEMBL
3424,P41144,Ki,7.12,CHEMBL
3424,Q9R0C9,Ki,7.92,CHEMBL
3424,Q60492,Ki,8.27,CHEMBL
3424,P33533|P33535|P34975|Q9R0C9,IC50,7.9,CHEMBL
3434,P35498|Q99250|Q9NY46,IC50,5.77,CHEMBL
3467,O42275,Ki,4.66,CHEMBL
3467,P81908,Ki,6.21,CHEMBL
3474,Q8VC69,Ki,6.39,CHEMBL
3481,P08684,IC50,6.222,DRUG MATRIX
3481,P04150,IC50,7.85,CHEMBL
3481,P11712,IC50,5.398,DRUG MATRIX
3481,P33261,IC50,5.301,DRUG MATRIX
3481,P04015,Kd,4.7,CHEMBL
3481,P02550,IC50,6.34,CHEMBL
3481,P03118,Kd,5.98,CHEMBL
3481,P04350|P07437|P68363|P68366|P68371|Q13509|Q13748|Q13885|Q3ZCM7|Q6PEY2|Q71U36|Q9BQE3|Q9BUF5|Q9BVA1|Q9H4B7,IC50,6.0,CHEMBL
3481,Q6B856|Q862F3|Q862L2,IC50,6.34,CHEMBL
3481,P02550|P02554,Ki,5.66,CHEMBL
3481,P03120,Kd,4.15,CHEMBL
3482,P03372,,,CHEMBL
3483,P08684,,,WOMBAT-PK
3483,P10613,MIC,9.398,WOMBAT-PK
3483,Q4WNT5,Kd,5.57,CHEMBL
3483,Q96W81,Kd,7.14,CHEMBL
3483,Q7Z1V1,IC50,7.32,CHEMBL
3483,Q9UNU6,IC50,5.42,CHEMBL
3486,P08588,Ki,6.8,IUPHAR
3486,Q8K4Z4,Kd,5.8,CHEMBL
3486,Q28044,Kd,4.69,CHEMBL
3486,P18090,Kd,6.47,CHEMBL
3486,B0FL73,Kd,6.98,CHEMBL
3486,P18762,Ki,4.87,CHEMBL
3487,Q99720,Ki,7.292,DRUG MATRIX
3487,P70580,Ki,6.199,DRUG MATRIX
3487,P35498|Q99250|Q9NY46,IC50,4.67,CHEMBL
3493,P07477,Ki,5.48,CHEMBL
3493,P08001,Ki,5.46,CHEMBL
3496,P35498|Q99250|Q9NY46,IC50,4.62,CHEMBL
3500,Q9XUB2,EC50,5.05,CHEMBL
3500,G5EF15,EC50,5.0,CHEMBL
3502,P21917,Ki,5.629,PDSP
3502,P46098,Ki,5.4,CHEMBL
3502,Q62758,EC50,7.58,CHEMBL
3502,Q13639,Ki,8.6,CHEMBL
3505,Q8TDS4,EC50,5.3,IUPHAR
3506,P51575,IC50,5.0,CHEMBL
3508,P22748,Ki,5.21,CHEMBL
3508,Q16790,Ki,5.76,CHEMBL
3508,O43570,Ki,5.27,CHEMBL
3508,P35218,Ki,5.29,CHEMBL
3508,Q9Y2D0,Ki,5.45,CHEMBL
3508,P43166,Ki,5.11,CHEMBL
3508,P07451,Ki,5.79,CHEMBL
3508,P23280,Ki,5.62,CHEMBL
3508,Q9ULX7,Ki,5.54,CHEMBL
3508,Q8N1Q1,Ki,5.38,CHEMBL
3508,P55789,AC50,6.36,CHEMBL
3508,P28300,IC50,4.48,CHEMBL
3508,P58215,IC50,4.92,CHEMBL
3508,Q96JB6,IC50,4.82,CHEMBL
3508,Q9Y4K0,IC50,4.75,CHEMBL
3511,P31645,Ki,5.42,CHEMBL
3511,P23975,Ki,6.71,CHEMBL
3511,Q01959,Ki,8.1,CHEMBL
3514,P35354,IC50,4.54,CHEMBL
3514,P00749,IC50,4.92,CHEMBL
3514,P08183,Kd,5.15,CHEMBL
3514,P0DMS8,Ki,4.52,CHEMBL
3514,P21917,Ki,5.11,CHEMBL
3514,P00918,Ki,5.6,CHEMBL
3514,P33527,Ki,5.62,CHEMBL
3514,Q9UNQ0,IC50,5.16,CHEMBL
3514,P00915,Ki,5.57,CHEMBL
3514,P10632,IC50,5.46,CHEMBL
3514,P0DP23|P0DP24|P0DP25,IC50,4.89,CHEMBL
3514,P22748,Ki,5.1,CHEMBL
3514,P00811,IC50,5.4,CHEMBL
3514,P22303,Ki,4.42,CHEMBL
3514,P27338,IC50,4.05,CHEMBL
3514,P06276,Ki,4.17,CHEMBL
3514,P47989,IC50,5.58,CHEMBL
3514,P21397,IC50,5.55,CHEMBL
3514,P15121,IC50,7.83,CHEMBL
3514,Q16790,Ki,5.15,CHEMBL
3514,P11511,IC50,7.92,CHEMBL
3514,O43570,Ki,5.03,CHEMBL
3514,P09917,IC50,6.1,CHEMBL
3514,P00734,Kd,7.41,CHEMBL
3514,P00533,IC50,6.05,CHEMBL
3514,P30518,IC50,5.2,CHEMBL
3514,P35218,Ki,5.17,CHEMBL
3514,Q9Y2D0,Ki,4.92,CHEMBL
3514,P43166,Ki,5.32,CHEMBL
3514,P18031,IC50,4.63,CHEMBL
3514,P12931,IC50,6.92,CHEMBL
3514,P06239,IC50,4.89,CHEMBL
3514,P15056,IC50,5.12,CHEMBL
3514,P36888,IC50,6.23,CHEMBL
3514,P07949,IC50,4.11,CHEMBL
3514,P35968,IC50,6.55,CHEMBL
3514,P27487,IC50,4.49,CHEMBL
3514,P05164,IC50,5.9,CHEMBL
3514,P08253,IC50,5.18,CHEMBL
3514,P06493,IC50,6.35,CHEMBL
3514,P24941,IC50,4.4,CHEMBL
3514,P11309,Kd,7.6,CHEMBL
3514,P08069,IC50,6.52,CHEMBL
3514,Q04760,IC50,5.49,CHEMBL
3514,P04745,IC50,4.67,CHEMBL
3514,P08246,Ki,4.92,CHEMBL
3514,Q05397,IC50,5.92,CHEMBL
3514,P16050,IC50,5.66,CHEMBL
3514,P07451,Ki,5.09,CHEMBL
3514,P08254,IC50,5.25,CHEMBL
3514,P53350,IC50,5.24,CHEMBL
3514,P23280,Ki,5.21,CHEMBL
3514,P37059,IC50,5.81,CHEMBL
3514,P43405,IC50,4.7,CHEMBL
3514,P48147,IC50,4.89,CHEMBL
3514,P18054,IC50,6.36,CHEMBL
3514,P08581,IC50,6.24,CHEMBL
3514,P51955,IC50,5.24,CHEMBL
3514,Q9ULX7,Ki,5.27,CHEMBL
3514,Q13554,IC50,5.52,CHEMBL
3514,P14780,IC50,5.79,CHEMBL
3514,Q16512,IC50,5.24,CHEMBL
3514,P04054,IC50,5.7,CHEMBL
3514,Q9UM73,IC50,5.48,CHEMBL
3514,P31749,IC50,5.27,CHEMBL
3514,P39900,IC50,4.99,CHEMBL
3514,P45452,IC50,5.07,CHEMBL
3514,P17538,IC50,4.0,CHEMBL
3514,P56817,Ki,4.85,CHEMBL
3514,P49841,IC50,5.7,CHEMBL
3514,P50578,IC50,4.42,CHEMBL
3514,P80276,IC50,4.3,CHEMBL
3514,P34913,IC50,4.47,CHEMBL
3514,P06737,IC50,5.32,CHEMBL
3514,Q15046,IC50,4.7,CHEMBL
3514,P00760,IC50,5.15,CHEMBL
3514,P80457,Ki,5.92,CHEMBL
3514,P07943,IC50,6.0,CHEMBL
3514,P12530,IC50,6.37,CHEMBL
3514,P51679,IC50,5.0,CHEMBL
3514,Q7ZJM1,IC50,6.22,CHEMBL
3514,Q9D6N1,Ki,5.04,CHEMBL
3514,P16116,IC50,5.55,CHEMBL
3514,P25099,Ki,5.61,CHEMBL
3514,P51635,IC50,5.63,CHEMBL
3514,P12527,IC50,6.7,CHEMBL
3514,P30543,Ki,5.16,CHEMBL
3514,P05364,IC50,4.07,CHEMBL
3514,P21398,IC50,8.0,CHEMBL
3514,P56560,IC50,4.7,CHEMBL
3514,Q00534,IC50,4.6,CHEMBL
3514,P0AEK4,IC50,4.7,CHEMBL
3514,Q965D5,Ki,7.66,CHEMBL
3514,O42713,IC50,4.51,CHEMBL
3514,Q91WR5,Ki,4.96,CHEMBL
3514,P30530,IC50,6.02,CHEMBL
3514,B4URF0,IC50,5.66,CHEMBL
3514,P25024,IC50,5.35,CHEMBL
3514,P68400,Ki,5.93,CHEMBL
3514,O60285,IC50,5.29,CHEMBL
3514,Q96GD4,IC50,6.04,CHEMBL
3514,P53355,IC50,5.05,CHEMBL
3514,P10481,IC50,5.77,CHEMBL
3514,P48736,IC50,4.86,CHEMBL
3514,Q9HC97,IC50,4.81,CHEMBL
3514,P28074,IC50,5.7,CHEMBL
3514,Q16678,IC50,7.11,CHEMBL
3514,P10584,IC50,5.22,CHEMBL
3514,P21588,Ki,7.34,CHEMBL
3514,Q965D6,IC50,5.27,CHEMBL
3514,Q965D7,IC50,5.82,CHEMBL
3514,P27986,IC50,5.42,CHEMBL
3514,Q9NPH5,IC50,6.17,CHEMBL
3514,P0C6X7,IC50,5.09,CHEMBL
3514,P80025,IC50,5.21,CHEMBL
3514,O60341,IC50,5.9,CHEMBL
3514,Q1CTD3,Ki,5.37,CHEMBL
3514,Q9HC98,IC50,5.37,CHEMBL
3514,O96394,IC50,5.4,CHEMBL
3514,P06493|P14635,IC50,4.7,CHEMBL
3514,Q00535|Q15078,IC50,4.64,CHEMBL
3514,O95067|P06493|P14635|Q8WWL7,IC50,4.12,CHEMBL
3514,P11802|P24385,IC50,4.21,CHEMBL
3514,P49840|P49841,IC50,5.68,CHEMBL
3514,Q9UL62,IC50,5.19,CHEMBL
3514,P29477,IC50,4.79,CHEMBL
3514,Q00796,IC50,4.45,CHEMBL
3514,Q99895,IC50,4.0,CHEMBL
3514,Q03114,EC50,4.2,CHEMBL
3514,Q9NWT6,IC50,4.99,CHEMBL
3514,P07862,IC50,4.7,CHEMBL
3514,P28907,IC50,4.42,CHEMBL
3514,Q01062,IC50,4.09,CHEMBL
3514,P28839,IC50,4.46,CHEMBL
3514,P41921,IC50,4.31,CHEMBL
3514,P05067,IC50,5.1,CHEMBL
3514,P04798,EC50,5.06,CHEMBL
3514,P11168,IC50,4.92,CHEMBL
3514,Q14576,IC50,5.75,CHEMBL
3514,Q15717,IC50,5.85,CHEMBL
3514,P19357,Ki,4.8,CHEMBL
3514,Q8NFU5,IC50,5.64,CHEMBL
3514,Q9UHH9,IC50,6.16,CHEMBL
3520,P02708|P07510|P11230|Q04844|Q07001,,,CHEMBL
3521,P22303,IC50,7.72,CHEMBL
3521,P27338,Ki,6.15,CHEMBL
3521,P06276,IC50,5.32,CHEMBL
3521,P21397,Ki,5.01,CHEMBL
3521,P19643,IC50,8.36,CHEMBL
3521,P21396,IC50,6.39,CHEMBL
3524,P00918,Ki,5.11,CHEMBL
3524,Q16790,Ki,4.16,CHEMBL
3524,O43570,Ki,5.12,CHEMBL
3524,P35218,Ki,5.06,CHEMBL
3524,Q9Y2D0,Ki,5.15,CHEMBL
3524,Q9ULX7,Ki,4.97,CHEMBL
3524,Q9D6N1,Ki,4.2,CHEMBL
3524,P05979,Kd,4.06,CHEMBL
3524,Q2PCB5,Ki,5.19,CHEMBL
3525,P20648|P51164,,,SCIENTIFIC LITERATURE
3529,P43116,,,KEGG DRUG
3531,Q07343,IC50,9.4,CHEMBL
3531,P27815,IC50,9.46,CHEMBL
3531,Q08499,IC50,9.57,CHEMBL
3531,P27815|Q07343|Q08493|Q08499,IC50,9.1,CHEMBL
3531,Q8WQX9,Ki,5.5,CHEMBL
3533,P52333,Kd,6.38,CHEMBL
3533,P09619,Kd,5.15,CHEMBL
3533,P10721,Kd,6.42,CHEMBL
3533,P00533,Kd,5.29,CHEMBL
3533,P06239,Kd,5.89,CHEMBL
3533,P36888,Kd,6.89,CHEMBL
3533,P51812,Kd,5.66,CHEMBL
3533,P11309,Kd,7.3,CHEMBL
3533,Q15746,Kd,6.54,CHEMBL
3533,O43293,Kd,5.89,CHEMBL
3533,P08631,Kd,5.55,CHEMBL
3533,P05771,IC50,8.33,CHEMBL
3533,Q9UIK4,Kd,5.59,CHEMBL
3533,Q05655,Kd,8.44,CHEMBL
3533,P22694,Kd,5.49,CHEMBL
3533,P17252,IC50,6.44,CHEMBL
3533,Q13557,Kd,5.34,CHEMBL
3533,P05129,IC50,6.52,CHEMBL
3533,Q13555,Kd,5.11,CHEMBL
3533,Q2M2I8,Kd,6.05,CHEMBL
3533,Q7KZI7,Kd,5.64,CHEMBL
3533,Q15349,Kd,6.55,CHEMBL
3533,P24723,Kd,5.74,CHEMBL
3533,P11362,Kd,5.29,CHEMBL
3533,Q16816,Kd,5.57,CHEMBL
3533,Q9UQM7,Kd,5.35,CHEMBL
3533,O94804,Kd,6.55,CHEMBL
3533,Q02156,Kd,7.96,CHEMBL
3533,O00444,Kd,6.43,CHEMBL
3533,Q9UQB9,Kd,5.52,CHEMBL
3533,Q16512,Kd,6.46,CHEMBL
3533,Q04759,Kd,8.6,CHEMBL
3533,Q9UKE5,Kd,5.24,CHEMBL
3533,Q9NSY1,Kd,6.37,CHEMBL
3533,Q9P1W9,Kd,6.89,CHEMBL
3533,P49759,Kd,6.04,CHEMBL
3533,P49760,Kd,6.38,CHEMBL
3533,Q9Y4K4,Kd,5.08,CHEMBL
3533,O14976,Kd,5.96,CHEMBL
3533,P49841,Kd,5.59,CHEMBL
3533,Q8IU85,Kd,5.59,CHEMBL
3533,Q00536,Kd,5.59,CHEMBL
3533,Q13043,Kd,6.66,CHEMBL
3533,O75582,Kd,5.89,CHEMBL
3533,Q9H2G2,Kd,6.4,CHEMBL
3533,Q9HAZ1,Kd,5.72,CHEMBL
3533,Q96RR4,Kd,5.96,CHEMBL
3533,Q8N5S9,Kd,5.82,CHEMBL
3533,O15530,Kd,6.15,CHEMBL
3533,Q9JI10,Kd,7.05,CHEMBL
3533,P50613,Kd,5.77,CHEMBL
3533,P23443,Kd,6.68,CHEMBL
3533,Q16513,Kd,5.82,CHEMBL
3533,P31751,Kd,5.06,CHEMBL
3533,Q13188,Kd,6.02,CHEMBL
3533,Q9UK32,Kd,5.64,CHEMBL
3533,Q9H093,Kd,6.49,CHEMBL
3533,O14757,Kd,6.27,CHEMBL
3533,Q99755,Kd,6.16,CHEMBL
3533,P78356,Kd,6.08,CHEMBL
3533,Q9BRS2,Kd,6.09,CHEMBL
3533,Q9UKI8,Kd,5.68,CHEMBL
3533,P68400,Kd,5.44,CHEMBL
3533,P19784,Kd,5.47,CHEMBL
3533,Q9Y463,Kd,5.27,CHEMBL
3533,Q15831,Kd,5.23,CHEMBL
3533,Q9BUB5,Kd,5.15,CHEMBL
3533,O14730,Kd,6.19,CHEMBL
3533,Q96SB4,Kd,5.92,CHEMBL
3533,P78362,Kd,5.96,CHEMBL
